forename,forename2,freq
alexi,aleksandar,0.083333333
alexi,alec,0.083333333
alexnder,alexi,0.083333333
alexnder,alick,0.083333333
alexnder,alexandrovi,0.083333333
alexnder,alexandros,0.083333333
alexnder,alexandre,0.083333333
alexnder,alexander,0.083333333
alexnder,lexi,0.083333333
alexnder,alessandro,0.083333333
alexnder,aleksandr,0.083333333
alexnder,aleksander,0.083333333
alexnder,aleksandar,0.083333333
alexnder,alec,0.083333333
alf,alfredo,0.142857143
alf,alfred,0.142857143
alf,fred,0.142857143
alf,fredo,0.142857143
alf,alfee,0.142857143
alf,alfreda,0.142857143
alf,alfie,0.142857143
alfee,alfredo,0.142857143
alfee,alfred,0.142857143
alfee,fred,0.142857143
alfee,fredo,0.142857143
alfee,alfreda,0.142857143
alfee,alf,0.142857143
alfee,alfie,0.142857143
alfie,alfredo,0.142857143
alfie,alfred,0.142857143
alfie,fred,0.142857143
alfie,fredo,0.142857143
alfie,alfee,0.142857143
alfie,alfreda,0.142857143
alfie,alf,0.142857143
alfred,alfredo,0.142857143
alfred,fred,0.142857143
alfred,fredo,0.142857143
alfred,alfee,0.142857143
alfred,alfreda,0.142857143
alfred,alf,0.142857143
alfred,alfie,0.142857143
alfreda,alfredo,0.142857143
alfreda,alfred,0.142857143
alfreda,fred,0.142857143
alfreda,fredo,0.142857143
alfreda,alfee,0.142857143
alfreda,alf,0.142857143
alfreda,alfie,0.142857143
alfredo,alfred,0.142857143
alfredo,fred,0.142857143
alfredo,fredo,0.142857143
alfredo,alfee,0.142857143
alfredo,alfreda,0.142857143
alfredo,alf,0.142857143
alfredo,alfie,0.142857143
alick,alexi,0.083333333
alick,alexnder,0.083333333
alick,alexandrovi,0.083333333
alick,alexandros,0.083333333
alick,alexandre,0.083333333
alick,alexander,0.083333333
alick,lexi,0.083333333
alick,alessandro,0.083333333
alick,aleksandr,0.083333333
alick,aleksander,0.083333333
alick,aleksandar,0.083333333
alick,alec,0.083333333
alistair,allister,0.333333333
alistair,alastair,0.333333333
alistair,alister,0.333333333
alister,allister,0.333333333
alister,alistair,0.333333333
alister,alastair,0.333333333
allan,albie,0.25
allan,alan,0.25
allan,alen,0.25
allan,alano,0.25
allister,alistair,0.333333333
allister,alastair,0.333333333
allister,alister,0.333333333
aloysius,luigi,0.125
aloysius,ludwig,0.125
aloysius,lou,0.125
aloysius,louis,0.125
aloysius,loui,0.125
aloysius,lewis,0.125
aloysius,lodovico,0.125
aloysius,lew,0.125
alphonso,affie,1
alveen,alwine,0.5
alveen,alvin,0.5
alvin,alwine,0.5
alvin,alveen,0.5
alwine,alveen,0.5
alwine,alvin,0.5
andre,andy,0.333333333
andre,andrew,0.333333333
andre,andreas,0.333333333
andreas,andy,0.333333333
andreas,andrew,0.333333333
andreas,andre,0.333333333
andrew,andy,0.333333333
andrew,andre,0.333333333
andrew,andreas,0.333333333
andy,andrew,0.333333333
andy,andre,0.333333333
andy,andreas,0.333333333
angus,gus,1
anthon,antionus,0.071428571
anthon,antonio,0.071428571
anthon,antone,0.071428571
anthon,toni,0.071428571
anthon,anton,0.071428571
anthon,antoni,0.071428571
anthon,antony,0.071428571
anthon,anthoy,0.071428571
anthon,anthonius,0.071428571
anthon,anthony,0.071428571
anthon,anthonious,0.071428571
anthon,anthoni,0.071428571
anthon,anthoney,0.071428571
anthon,anthonie,0.071428571
anthoney,anthon,0.071428571
anthoney,antionus,0.071428571
anthoney,antonio,0.071428571
anthoney,antone,0.071428571
anthoney,toni,0.071428571
anthoney,anton,0.071428571
anthoney,antoni,0.071428571
anthoney,antony,0.071428571
anthoney,anthoy,0.071428571
anthoney,anthonius,0.071428571
anthoney,anthony,0.071428571
anthoney,anthonious,0.071428571
anthoney,anthoni,0.071428571
anthoney,anthonie,0.071428571
anthoni,anthon,0.071428571
anthoni,antionus,0.071428571
anthoni,antonio,0.071428571
anthoni,antone,0.071428571
anthoni,toni,0.071428571
anthoni,anton,0.071428571
anthoni,antoni,0.071428571
anthoni,antony,0.071428571
anthoni,anthoy,0.071428571
anthoni,anthonius,0.071428571
anthoni,anthony,0.071428571
anthoni,anthonious,0.071428571
anthoni,anthoney,0.071428571
anthoni,anthonie,0.071428571
anthonie,anthon,0.071428571
anthonie,antionus,0.071428571
anthonie,antonio,0.071428571
anthonie,antone,0.071428571
anthonie,toni,0.071428571
anthonie,anton,0.071428571
anthonie,antoni,0.071428571
anthonie,antony,0.071428571
anthonie,anthoy,0.071428571
anthonie,anthonius,0.071428571
anthonie,anthony,0.071428571
anthonie,anthonious,0.071428571
anthonie,anthoni,0.071428571
anthonie,anthoney,0.071428571
anthonious,anthon,0.071428571
anthonious,antionus,0.071428571
anthonious,antonio,0.071428571
anthonious,antone,0.071428571
anthonious,toni,0.071428571
anthonious,anton,0.071428571
anthonious,antoni,0.071428571
anthonious,antony,0.071428571
anthonious,anthoy,0.071428571
anthonious,anthonius,0.071428571
anthonious,anthony,0.071428571
anthonious,anthoni,0.071428571
anthonious,anthoney,0.071428571
anthonious,anthonie,0.071428571
anthonius,anthon,0.071428571
anthonius,antionus,0.071428571
anthonius,antonio,0.071428571
anthonius,antone,0.071428571
anthonius,toni,0.071428571
anthonius,anton,0.071428571
anthonius,antoni,0.071428571
anthonius,antony,0.071428571
anthonius,anthoy,0.071428571
anthonius,anthony,0.071428571
anthonius,anthonious,0.071428571
anthonius,anthoni,0.071428571
anthonius,anthoney,0.071428571
anthonius,anthonie,0.071428571
anthony,anthon,0.071428571
anthony,antionus,0.071428571
anthony,antonio,0.071428571
anthony,antone,0.071428571
anthony,toni,0.071428571
anthony,anton,0.071428571
anthony,antoni,0.071428571
anthony,antony,0.071428571
anthony,anthoy,0.071428571
anthony,anthonius,0.071428571
anthony,anthonious,0.071428571
anthony,anthoni,0.071428571
anthony,anthoney,0.071428571
anthony,anthonie,0.071428571
anthoy,anthon,0.071428571
anthoy,antionus,0.071428571
anthoy,antonio,0.071428571
anthoy,antone,0.071428571
anthoy,toni,0.071428571
anthoy,anton,0.071428571
anthoy,antoni,0.071428571
anthoy,antony,0.071428571
anthoy,anthonius,0.071428571
anthoy,anthony,0.071428571
anthoy,anthonious,0.071428571
anthoy,anthoni,0.071428571
anthoy,anthoney,0.071428571
anthoy,anthonie,0.071428571
antionus,anthon,0.071428571
antionus,antonio,0.071428571
antionus,antone,0.071428571
antionus,toni,0.071428571
antionus,anton,0.071428571
antionus,antoni,0.071428571
antionus,antony,0.071428571
antionus,anthoy,0.071428571
antionus,anthonius,0.071428571
antionus,anthony,0.071428571
antionus,anthonious,0.071428571
antionus,anthoni,0.071428571
antionus,anthoney,0.071428571
antionus,anthonie,0.071428571
anton,anthon,0.071428571
anton,antionus,0.071428571
anton,antonio,0.071428571
anton,antone,0.071428571
anton,toni,0.071428571
anton,antoni,0.071428571
anton,antony,0.071428571
anton,anthoy,0.071428571
anton,anthonius,0.071428571
anton,anthony,0.071428571
anton,anthonious,0.071428571
anton,anthoni,0.071428571
anton,anthoney,0.071428571
anton,anthonie,0.071428571
antone,anthon,0.071428571
antone,antionus,0.071428571
antone,antonio,0.071428571
antone,toni,0.071428571
antone,anton,0.071428571
antone,antoni,0.071428571
antone,antony,0.071428571
antone,anthoy,0.071428571
antone,anthonius,0.071428571
antone,anthony,0.071428571
antone,anthonious,0.071428571
antone,anthoni,0.071428571
antone,anthoney,0.071428571
antone,anthonie,0.071428571
antoni,anthon,0.071428571
antoni,antionus,0.071428571
antoni,antonio,0.071428571
antoni,antone,0.071428571
antoni,toni,0.071428571
antoni,anton,0.071428571
antoni,antony,0.071428571
antoni,anthoy,0.071428571
antoni,anthonius,0.071428571
antoni,anthony,0.071428571
antoni,anthonious,0.071428571
antoni,anthoni,0.071428571
antoni,anthoney,0.071428571
antoni,anthonie,0.071428571
antonio,anthon,0.071428571
antonio,antionus,0.071428571
antonio,antone,0.071428571
antonio,toni,0.071428571
antonio,anton,0.071428571
antonio,antoni,0.071428571
antonio,antony,0.071428571
antonio,anthoy,0.071428571
antonio,anthonius,0.071428571
antonio,anthony,0.071428571
antonio,anthonious,0.071428571
antonio,anthoni,0.071428571
antonio,anthoney,0.071428571
antonio,anthonie,0.071428571
antony,anthon,0.071428571
antony,antionus,0.071428571
antony,antonio,0.071428571
antony,antone,0.071428571
antony,toni,0.071428571
antony,anton,0.071428571
antony,antoni,0.071428571
antony,anthoy,0.071428571
antony,anthonius,0.071428571
antony,anthony,0.071428571
antony,anthonious,0.071428571
antony,anthoni,0.071428571
antony,anthoney,0.071428571
antony,anthonie,0.071428571
arch,archiebald,0.333333333
arch,archibald,0.333333333
arch,archie,0.333333333
archibald,archiebald,0.333333333
archibald,archie,0.333333333
archibald,arch,0.333333333
archie,archiebald,0.333333333
archie,archibald,0.333333333
archie,arch,0.333333333
archiebald,archibald,0.333333333
archiebald,archie,0.333333333
archiebald,arch,0.333333333
arney,arnold,1
arnold,arney,1
aron,arran,0.333333333
aron,aaron,0.333333333
aron,arren,0.333333333
arran,aaron,0.333333333
arran,arren,0.333333333
arran,aron,0.333333333
arren,arran,0.333333333
arren,aaron,0.333333333
arren,aron,0.333333333
art,auther,0.166666667
art,arturo,0.166666667
art,athur,0.166666667
art,artur,0.166666667
art,artie,0.166666667
art,arthur,0.166666667
arthur,auther,0.166666667
arthur,arturo,0.166666667
arthur,athur,0.166666667
arthur,artur,0.166666667
arthur,artie,0.166666667
arthur,art,0.166666667
artie,auther,0.166666667
artie,arturo,0.166666667
artie,athur,0.166666667
artie,artur,0.166666667
artie,arthur,0.166666667
artie,art,0.166666667
artur,auther,0.166666667
artur,arturo,0.166666667
artur,athur,0.166666667
artur,artie,0.166666667
artur,arthur,0.166666667
artur,art,0.166666667
arturo,auther,0.166666667
arturo,athur,0.166666667
arturo,artur,0.166666667
arturo,artie,0.166666667
arturo,arthur,0.166666667
arturo,art,0.166666667
athur,auther,0.166666667
athur,arturo,0.166666667
athur,artur,0.166666667
athur,artie,0.166666667
athur,arthur,0.166666667
athur,art,0.166666667
augie,agosto,0.166666667
augie,austen,0.166666667
augie,august,0.166666667
augie,auguste,0.166666667
augie,augustine,0.166666667
augie,augustus,0.166666667
august,agosto,0.166666667
august,austen,0.166666667
august,auguste,0.166666667
august,augie,0.166666667
august,augustine,0.166666667
august,augustus,0.166666667
auguste,agosto,0.166666667
auguste,austen,0.166666667
auguste,august,0.166666667
auguste,augie,0.166666667
auguste,augustine,0.166666667
auguste,augustus,0.166666667
augustine,agosto,0.166666667
augustine,austen,0.166666667
augustine,august,0.166666667
augustine,auguste,0.166666667
augustine,augie,0.166666667
augustine,augustus,0.166666667
augustus,agosto,0.166666667
augustus,austen,0.166666667
augustus,august,0.166666667
augustus,auguste,0.166666667
augustus,augie,0.166666667
augustus,augustine,0.166666667
aurelio,aurelius,1
aurelius,aurelio,1
austen,agosto,0.166666667
austen,august,0.166666667
austen,auguste,0.166666667
austen,augie,0.166666667
austen,augustine,0.166666667
austen,augustus,0.166666667
auther,arturo,0.166666667
auther,athur,0.166666667
auther,artur,0.166666667
auther,artie,0.166666667
auther,arthur,0.166666667
auther,art,0.166666667
axel,aksel,1
bailey,bailley,0.5
bailley,bailey,1
barkely,barkly,1
barkly,barkely,1
barnabas,barnie,0.5
barnabas,barnaby,0.5
barnaby,barnie,0.5
barnaby,barnabas,0.5
barnard,barney,0.111111111
barnard,berny,0.111111111
barnard,bernie,0.111111111
barnard,bernhardt,0.111111111
barnard,bernhard,0.111111111
barnard,bernardo,0.111111111
barnard,bernard,0.111111111
barnard,berhardt,0.111111111
barnard,benardus,0.111111111
barney,barnard,0.111111111
barney,berny,0.111111111
barney,bernie,0.111111111
barney,bernhardt,0.111111111
barney,bernhard,0.111111111
barney,bernardo,0.111111111
barney,bernard,0.111111111
barney,berhardt,0.111111111
barney,benardus,0.111111111
barnie,barnabas,0.5
barnie,barnaby,0.5
barrie,barry,1
barry,barrie,1
bart,bartie,0.333333333
bart,bartholomew,0.333333333
bart,barth,0.333333333
barth,bartie,0.333333333
barth,bartholomew,0.333333333
barth,bart,0.333333333
bartholomew,bartie,0.333333333
bartholomew,bart,0.333333333
bartholomew,barth,0.333333333
bartie,bartholomew,0.333333333
bartie,bart,0.333333333
bartie,barth,0.333333333
basil,basileus,1
basileus,basil,1
ben,benjy,0.25
ben,benny,0.25
ben,benji,0.25
ben,benjamin,0.25
benardus,barney,0.111111111
benardus,barnard,0.111111111
benardus,berny,0.111111111
benardus,bernie,0.111111111
benardus,bernhardt,0.111111111
benardus,bernhard,0.111111111
benardus,bernardo,0.111111111
benardus,bernard,0.111111111
benardus,berhardt,0.111111111
benedetto,benedict,1
benedict,benedetto,1
benjamin,benjy,0.25
benjamin,benny,0.25
benjamin,benji,0.25
benjamin,ben,0.25
benji,benjy,0.25
benji,benny,0.25
benji,ben,0.25
benji,benjamin,0.25
benjy,benny,0.25
benjy,benji,0.25
benjy,ben,0.25
benjy,benjamin,0.25
benny,benjy,0.25
benny,benji,0.25
benny,ben,0.25
benny,benjamin,0.25
berhardt,barney,0.111111111
berhardt,barnard,0.111111111
berhardt,berny,0.111111111
berhardt,bernie,0.111111111
berhardt,bernhardt,0.111111111
berhardt,bernhard,0.111111111
berhardt,bernardo,0.111111111
berhardt,bernard,0.111111111
berhardt,benardus,0.111111111
bernard,barney,0.111111111
bernard,barnard,0.111111111
bernard,berny,0.111111111
bernard,bernie,0.111111111
bernard,bernhardt,0.111111111
bernard,bernhard,0.111111111
bernard,bernardo,0.111111111
bernard,berhardt,0.111111111
bernard,benardus,0.111111111
bernardo,barney,0.111111111
bernardo,barnard,0.111111111
bernardo,berny,0.111111111
bernardo,bernie,0.111111111
bernardo,bernhardt,0.111111111
bernardo,bernhard,0.111111111
bernardo,bernard,0.111111111
bernardo,berhardt,0.111111111
bernardo,benardus,0.111111111
bernhard,barney,0.111111111
bernhard,barnard,0.111111111
bernhard,berny,0.111111111
bernhard,bernie,0.111111111
bernhard,bernhardt,0.111111111
bernhard,bernardo,0.111111111
bernhard,bernard,0.111111111
bernhard,berhardt,0.111111111
bernhard,benardus,0.111111111
bernhardt,barney,0.111111111
bernhardt,barnard,0.111111111
bernhardt,berny,0.111111111
bernhardt,bernie,0.111111111
bernhardt,bernhard,0.111111111
bernhardt,bernardo,0.111111111
bernhardt,bernard,0.111111111
bernhardt,berhardt,0.111111111
bernhardt,benardus,0.111111111
bernie,barney,0.111111111
bernie,barnard,0.111111111
bernie,berny,0.111111111
bernie,bernhardt,0.111111111
bernie,bernhard,0.111111111
bernie,bernardo,0.111111111
bernie,bernard,0.111111111
bernie,berhardt,0.111111111
bernie,benardus,0.111111111
berny,barney,0.111111111
berny,barnard,0.111111111
berny,bernie,0.111111111
berny,bernhardt,0.111111111
berny,bernhard,0.111111111
berny,bernardo,0.111111111
berny,bernard,0.111111111
berny,berhardt,0.111111111
berny,benardus,0.111111111
bert,bertie,0.333333333
bert,alberto,0.333333333
bert,albert,0.333333333
bertie,alberto,0.333333333
bertie,bert,0.333333333
bertie,albert,0.333333333
bertram,bertrand,1
bertrand,bertram,1
bill,willi,0.090909091
bill,willem,0.090909091
bill,will,0.090909091
bill,wilie,0.090909091
bill,wilhelm,0.090909091
bill,wilheim,0.090909091
bill,wiley,0.090909091
bill,william,0.090909091
bill,wil,0.090909091
bill,billy,0.090909091
bill,billie,0.090909091
billie,willi,0.090909091
billie,willem,0.090909091
billie,will,0.090909091
billie,wilie,0.090909091
billie,wilhelm,0.090909091
billie,wilheim,0.090909091
billie,wiley,0.090909091
billie,william,0.090909091
billie,wil,0.090909091
billie,billy,0.090909091
billie,bill,0.090909091
billy,willi,0.090909091
billy,willem,0.090909091
billy,will,0.090909091
billy,wilie,0.090909091
billy,wilhelm,0.090909091
billy,wilheim,0.090909091
billy,wiley,0.090909091
billy,william,0.090909091
billy,wil,0.090909091
billy,billie,0.090909091
billy,bill,0.090909091
bjorn,bourne,1
blaize,blaze,1
blake,blayke,1
blayke,blake,1
blaze,blaize,1
bob,bobby,0.125
bob,robt,0.125
bob,roberto,0.125
bob,robert,0.125
bob,robby,0.125
bob,robbie,0.125
bob,robb,0.125
bob,rob,0.125
bobby,bob,0.125
bobby,robt,0.125
bobby,roberto,0.125
bobby,robert,0.125
bobby,robby,0.125
bobby,robbie,0.125
bobby,robb,0.125
bobby,rob,0.125
bourne,bjorn,1
brad,bradley,1
bradley,brad,1
braedon,bryden,0.25
braedon,braydon,0.25
braedon,brayden,0.25
braedon,braiden,0.25
braiden,bryden,0.25
braiden,braydon,0.25
braiden,brayden,0.25
braiden,braedon,0.25
brambley,bramley,1
bramley,brambley,1
brandon,brendan,1
brayden,bryden,0.25
brayden,braydon,0.25
brayden,braiden,0.25
brayden,braedon,0.25
braydon,bryden,0.25
braydon,brayden,0.25
braydon,braiden,0.25
braydon,braedon,0.25
bred,brett,1
brendan,brandon,1
brett,bred,1
brian,bryan,0.333333333
brian,brien,0.333333333
brian,briant,0.333333333
briant,bryan,0.333333333
briant,brien,0.333333333
briant,brian,0.333333333
brice,bryce,1
brien,bryan,0.333333333
brien,briant,0.333333333
brien,brian,0.333333333
brodee,brodie,1
brodie,brodee,1
bruce,bruse,1
bruse,bruce,1
bryan,brien,0.333333333
bryan,briant,0.333333333
bryan,brian,0.333333333
bryce,brice,1
bryden,braydon,0.25
bryden,brayden,0.25
bryden,braiden,0.25
bryden,braedon,0.25
cain,cayn,1
cal,calvin,1
calum,malcom,0.333333333
calum,malcolm,0.333333333
calum,mal,0.333333333
calvin,cal,1
cambell,campbell,0.5
campbell,cambell,0.5
carey,kerry,0.5
carey,cary,0.5
carl,chuck,0.1
carl,chick,0.1
carl,chas,0.1
carl,karl,0.1
carl,charlie,0.1
carl,charley,0.1
carl,charles,0.1
carl,carlos,0.1
carl,carlo,0.1
carl,carle,0.1
carle,chuck,0.1
carle,chick,0.1
carle,chas,0.1
carle,karl,0.1
carle,charlie,0.1
carle,charley,0.1
carle,charles,0.1
carle,carlos,0.1
carle,carlo,0.1
carle,carl,0.1
carlo,chuck,0.1
carlo,chick,0.1
carlo,chas,0.1
carlo,karl,0.1
carlo,charlie,0.1
carlo,charley,0.1
carlo,charles,0.1
carlo,carlos,0.1
carlo,carle,0.1
carlo,carl,0.1
carlos,chuck,0.1
carlos,chick,0.1
carlos,chas,0.1
carlos,karl,0.1
carlos,charlie,0.1
carlos,charley,0.1
carlos,charles,0.1
carlos,carlo,0.1
carlos,carle,0.1
carlos,carl,0.1
cary,kerry,0.5
cary,carey,0.5
cayn,cain,1
cec,cecil,1
cecil,cec,1
cedric,cedrick,1
cedrick,cedric,1
charles,chuck,0.1
charles,chick,0.1
charles,chas,0.1
charles,karl,0.1
charles,charlie,0.1
charles,charley,0.1
charles,carlos,0.1
charles,carlo,0.1
charles,carle,0.1
charles,carl,0.1
charley,chuck,0.1
charley,chick,0.1
charley,chas,0.1
charley,karl,0.1
charley,charlie,0.1
charley,charles,0.1
charley,carlos,0.1
charley,carlo,0.1
charley,carle,0.1
charley,carl,0.1
charlie,chuck,0.083333333
charlie,chick,0.083333333
charlie,chas,0.083333333
charlie,karl,0.083333333
charlie,charley,0.083333333
charlie,charles,0.083333333
charlie,carlos,0.083333333
charlie,carlo,0.083333333
charlie,carle,0.083333333
charlie,carl,0.083333333
chas,chuck,0.1
chas,chick,0.1
chas,karl,0.1
chas,charlie,0.1
chas,charley,0.1
chas,charles,0.1
chas,carlos,0.1
chas,carlo,0.1
chas,carle,0.1
chas,carl,0.1
ches,chester,1
chester,ches,1
chick,chuck,0.1
chick,chas,0.1
chick,karl,0.1
chick,charlie,0.1
chick,charley,0.1
chick,charles,0.1
chick,carlos,0.1
chick,carlo,0.1
chick,carle,0.1
chick,carl,0.1
chris,kristofer,0.2
chris,kris,0.2
chris,cristoforo,0.2
chris,christopher,0.2
chris,christos,0.2
christiaan,kristian,0.5
christiaan,christian,0.5
christian,kristian,0.5
christian,christiaan,0.5
christo,kristo,1
christopher,kristofer,0.2
christopher,kris,0.2
christopher,cristoforo,0.2
christopher,chris,0.2
christopher,christos,0.2
christos,kristofer,0.2
christos,kris,0.2
christos,cristoforo,0.2
christos,christopher,0.2
christos,chris,0.2
chuck,chick,0.1
chuck,chas,0.1
chuck,karl,0.1
chuck,charlie,0.1
chuck,charley,0.1
chuck,charles,0.1
chuck,carlos,0.1
chuck,carlo,0.1
chuck,carle,0.1
chuck,carl,0.1
clark,clerk,1
claud,claude,1
claude,claud,1
claus,nicolhas,0.076923077
claus,nicolas,0.076923077
claus,nicolaas,0.076923077
claus,nicol,0.076923077
claus,nicklas,0.076923077
claus,nicklaas,0.076923077
claus,nick,0.076923077
claus,nicolo,0.076923077
claus,nicholas,0.076923077
claus,nichalas,0.076923077
claus,nic,0.076923077
claus,klaus,0.076923077
claus,cole,0.076923077
clem,clement,0.5
clem,clemence,0.5
clemence,clement,0.5
clemence,clem,0.5
clement,clemence,0.5
clement,clem,0.5
clerk,clark,1
clif,clifford,0.5
clif,cliff,0.5
cliff,clifford,0.5
cliff,clif,0.5
clifford,cliff,0.5
clifford,clif,0.5
cob,jekabs,0.111111111
cob,jakob,0.111111111
cob,jacobs,0.111111111
cob,jacobie,0.111111111
cob,jacobe,0.111111111
cob,jacob,0.111111111
cob,iacovo,0.111111111
cob,giacomo,0.111111111
cob,giacobo,0.111111111
cobe,kobe,1
coben,koben,1
cody,kody,1
cole,nicolhas,0.076923077
cole,nicolas,0.076923077
cole,nicolaas,0.076923077
cole,nicol,0.076923077
cole,nicklas,0.076923077
cole,nicklaas,0.076923077
cole,nick,0.076923077
cole,nicolo,0.076923077
cole,nicholas,0.076923077
cole,nichalas,0.076923077
cole,nic,0.076923077
cole,klaus,0.076923077
cole,claus,0.076923077
colin,collin,1
collin,colin,1
conner,connor,1
connor,conner,1
conrad,cort,1
corey,cory,1
corneilious,cornelius,1
cornelius,corneilious,1
cort,conrad,1
cory,corey,1
cristoforo,kristofer,0.2
cristoforo,kris,0.2
cristoforo,christopher,0.2
cristoforo,chris,0.2
cristoforo,christos,0.2
curt,kurt,0.5
curt,curtis,0.5
curtis,kurt,0.5
